Action,Job1,P1,Job2,P2,Job3,P3,Job4,P4,reward,States
47,47,0.9959890246391296,20,0.0039012080524116755,35,0.0001083616225514561,28,8.865345648700895e-07,0.6,tensor(3.),tensor(0.1600),tensor(0.1600),tensor(0.1600),tensor(0.1600),tensor(0.1600),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(3.),tensor(0.),tensor(2.),tensor(4.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(2.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(3.),tensor(1.),tensor(0.),tensor(2.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(3.),tensor(1.),tensor(3.),tensor(2.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(4.),tensor(4.),tensor(1.),
20,20,0.9578573107719421,35,0.04044623300433159,28,0.0008294585277326405,47,0.0004311259835958481,0.8,tensor(0.),tensor(0.1429),tensor(0.1633),tensor(0.1633),tensor(0.1633),tensor(0.1633),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(3.),tensor(0.),tensor(2.),tensor(4.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(2.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(3.),tensor(1.),tensor(0.),tensor(2.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(3.),tensor(1.),tensor(3.),tensor(2.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(-1.),tensor(4.),tensor(1.),
35,35,0.9835346341133118,28,0.0123858992010355,38,0.0034389595966786146,47,0.000439340656157583,0.7,tensor(1.),tensor(0.1458),tensor(0.1250),tensor(0.1667),tensor(0.1667),tensor(0.1667),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(3.),tensor(0.),tensor(2.),tensor(4.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(-1.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(3.),tensor(1.),tensor(0.),tensor(2.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(3.),tensor(1.),tensor(3.),tensor(2.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(-1.),tensor(4.),tensor(1.),
28,28,0.885557234287262,3,0.05932648479938507,38,0.05276818200945854,47,0.0019756974652409554,1.0,tensor(2.),tensor(0.1489),tensor(0.1277),tensor(0.2128),tensor(0.1702),tensor(0.1702),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(3.),tensor(0.),tensor(2.),tensor(4.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(-1.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(3.),tensor(1.),tensor(0.),tensor(2.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(-1.),tensor(1.),tensor(3.),tensor(2.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(-1.),tensor(4.),tensor(1.),
3,38,0.5092165470123291,3,0.4376439154148102,28,0.03237602859735489,47,0.01641959324479103,1.0,tensor(3.),tensor(0.1522),tensor(0.1304),tensor(0.2174),tensor(0.1522),tensor(0.1522),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(3.),tensor(0.),tensor(2.),tensor(4.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(-1.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(3.),tensor(1.),tensor(-1.),tensor(2.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(-1.),tensor(1.),tensor(3.),tensor(2.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(-1.),tensor(4.),tensor(1.),
38,38,0.8764703869819641,28,0.058918021619319916,47,0.03185933828353882,3,0.014318380504846573,0.8,tensor(4.),tensor(0.1556),tensor(0.1333),tensor(0.2222),tensor(0.1333),tensor(0.1333),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(0.),tensor(1.),tensor(1.),tensor(3.),tensor(-1.),tensor(2.),tensor(4.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(-1.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(3.),tensor(1.),tensor(-1.),tensor(2.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(-1.),tensor(1.),tensor(3.),tensor(2.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(-1.),tensor(4.),tensor(1.),
29,29,0.9970882534980774,26,0.000655798357911408,35,0.0005953555810265243,28,0.0005398901994340122,0.8,tensor(4.),tensor(0.1591),tensor(0.1136),tensor(0.2273),tensor(0.1364),tensor(0.1136),tensor(0.8713),tensor(0.8416),tensor(0.8953),tensor(0.9900),tensor(0.),tensor(1.),tensor(1.),tensor(3.),tensor(-1.),tensor(2.),tensor(4.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(-1.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(3.),tensor(1.),tensor(-1.),tensor(2.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(-1.),tensor(1.),tensor(3.),tensor(-1.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(-1.),tensor(4.),tensor(1.),
26,26,0.9947683811187744,5,0.00226355972699821,25,0.0018844405421987176,40,0.0007075900794006884,1.0,tensor(3.),tensor(0.1628),tensor(0.0930),tensor(0.2326),tensor(0.0930),tensor(0.0930),tensor(0.8801),tensor(0.8501),tensor(0.9044),tensor(0.),tensor(0.0093),tensor(1.),tensor(1.),tensor(3.),tensor(-1.),tensor(2.),tensor(4.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(-1.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(3.),tensor(1.),tensor(-1.),tensor(-1.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(-1.),tensor(1.),tensor(3.),tensor(-1.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(-1.),tensor(4.),tensor(1.),
5,5,0.9893364906311035,25,0.005979412235319614,40,0.004280265886336565,15,0.0001447899267077446,1.0,tensor(2.),tensor(0.1667),tensor(0.0952),tensor(0.2143),tensor(0.0952),tensor(0.0952),tensor(0.9731),tensor(0.9399),tensor(0.),tensor(0.1166),tensor(0.1078),tensor(1.),tensor(1.),tensor(3.),tensor(-1.),tensor(2.),tensor(4.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(-1.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(-1.),tensor(1.),tensor(-1.),tensor(-1.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(-1.),tensor(1.),tensor(3.),tensor(-1.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(-1.),tensor(4.),tensor(1.),
25,25,0.9309749007225037,40,0.06711526215076447,15,0.0017922372790053487,6,5.5373260693158954e-05,0.9,tensor(0.),tensor(0.1463),tensor(0.0976),tensor(0.2195),tensor(0.0976),tensor(0.0976),tensor(0.),tensor(0.9659),tensor(0.0360),tensor(0.1504),tensor(0.1363),tensor(1.),tensor(1.),tensor(3.),tensor(-1.),tensor(2.),tensor(-1.),tensor(3.),tensor(1.),tensor(5.),tensor(5.),tensor(2.),tensor(4.),tensor(3.),tensor(5.),tensor(0.),tensor(3.),tensor(4.),tensor(0.),tensor(1.),tensor(2.),tensor(-1.),tensor(3.),tensor(0.),tensor(2.),tensor(0.),tensor(3.),tensor(-1.),tensor(1.),tensor(-1.),tensor(-1.),tensor(0.),tensor(4.),tensor(4.),tensor(1.),tensor(1.),tensor(-1.),tensor(1.),tensor(3.),tensor(-1.),tensor(1.),tensor(4.),tensor(0.),tensor(3.),tensor(1.),tensor(3.),tensor(5.),tensor(5.),tensor(-1.),tensor(4.),tensor(1.),
